TOP.6655a7f9.000cc266	START
TOP.665fc028.000365c8	user_options->separator	:
TOP.665fc028.000365c8	user_options->limit	0
TOP.665fc028.000365c8	user_options->skip	0
TOP.665fc028.000365c8	user_options->attack_mode	0
TOP.665fc028.000365c8	user_options->benchmark	0
TOP.665fc028.000365c8	user_options->benchmark_all	0
TOP.665fc028.000365c8	user_options->bitmap_max	18
TOP.665fc028.000365c8	user_options->bitmap_min	16
TOP.665fc028.000365c8	user_options->debug_mode	0
TOP.665fc028.000365c8	user_options->hash_info	0
TOP.665fc028.000365c8	user_options->force	0
TOP.665fc028.000365c8	user_options->hwmon_disable	0
TOP.665fc028.000365c8	user_options->hwmon_temp_abort	90
TOP.665fc028.000365c8	user_options->hash_mode	23100
TOP.665fc028.000365c8	user_options->hex_charset	0
TOP.665fc028.000365c8	user_options->hex_salt	0
TOP.665fc028.000365c8	user_options->hex_wordlist	0
TOP.665fc028.000365c8	user_options->hook_threads	16
TOP.665fc028.000365c8	user_options->identify	0
TOP.665fc028.000365c8	user_options->increment	0
TOP.665fc028.000365c8	user_options->increment_max	256
TOP.665fc028.000365c8	user_options->increment_min	1
TOP.665fc028.000365c8	user_options->keep_guessing	1
TOP.665fc028.000365c8	user_options->kernel_accel	0
TOP.665fc028.000365c8	user_options->kernel_loops	0
TOP.665fc028.000365c8	user_options->kernel_threads	0
TOP.665fc028.000365c8	user_options->keyspace	0
TOP.665fc028.000365c8	user_options->left	0
TOP.665fc028.000365c8	user_options->logfile_disable	0
TOP.665fc028.000365c8	user_options->loopback	0
TOP.665fc028.000365c8	user_options->machine_readable	0
TOP.665fc028.000365c8	user_options->markov_classic	0
TOP.665fc028.000365c8	user_options->markov_disable	0
TOP.665fc028.000365c8	user_options->markov_inverse	0
TOP.665fc028.000365c8	user_options->markov_threshold	256
TOP.665fc028.000365c8	user_options->multiply_accel_disable	0
TOP.665fc028.000365c8	user_options->backend_info	0
TOP.665fc028.000365c8	user_options->backend_vector_width	0
TOP.665fc028.000365c8	user_options->optimized_kernel_enable	0
TOP.665fc028.000365c8	user_options->outfile_autohex	1
TOP.665fc028.000365c8	user_options->outfile_check_timer	5
TOP.665fc028.000365c8	user_options->outfile_format	3
TOP.665fc028.000365c8	user_options->wordlist_autohex_disable	0
TOP.665fc028.000365c8	user_options->potfile_disable	0
TOP.665fc028.000365c8	user_options->progress_only	0
TOP.665fc028.000365c8	user_options->quiet	0
TOP.665fc028.000365c8	user_options->remove	0
TOP.665fc028.000365c8	user_options->remove_timer	60
TOP.665fc028.000365c8	user_options->restore	0
TOP.665fc028.000365c8	user_options->restore_disable	0
TOP.665fc028.000365c8	user_options->restore_timer	1
TOP.665fc028.000365c8	user_options->rp_files_cnt	1
TOP.665fc028.000365c8	user_options->rp_gen	0
TOP.665fc028.000365c8	user_options->rp_gen_func_max	4
TOP.665fc028.000365c8	user_options->rp_gen_func_min	1
TOP.665fc028.000365c8	user_options->rp_gen_seed	0
TOP.665fc028.000365c8	user_options->runtime	0
TOP.665fc028.000365c8	user_options->scrypt_tmto	0
TOP.665fc028.000365c8	user_options->segment_size	33554432
TOP.665fc028.000365c8	user_options->self_test_disable	0
TOP.665fc028.000365c8	user_options->slow_candidates	0
TOP.665fc028.000365c8	user_options->show	0
TOP.665fc028.000365c8	user_options->speed_only	0
TOP.665fc028.000365c8	user_options->spin_damp	0
TOP.665fc028.000365c8	user_options->status	0
TOP.665fc028.000365c8	user_options->status_json	0
TOP.665fc028.000365c8	user_options->status_timer	10
TOP.665fc028.000365c8	user_options->stdout_flag	0
TOP.665fc028.000365c8	user_options->usage	0
TOP.665fc028.000365c8	user_options->username	0
TOP.665fc028.000365c8	user_options->veracrypt_pim_start	485
TOP.665fc028.000365c8	user_options->veracrypt_pim_stop	485
TOP.665fc028.000365c8	user_options->version	0
TOP.665fc028.000365c8	user_options->workload_profile	2
TOP.665fc028.000365c8	user_options->brain_client	0
TOP.665fc028.000365c8	user_options->brain_client_features	2
TOP.665fc028.000365c8	user_options->brain_server	0
TOP.665fc028.000365c8	user_options->brain_server_timer	300
TOP.665fc028.000365c8	user_options->brain_port	6863
TOP.665fc028.000365c8	user_options->brain_session	0
TOP.665fc028.000365c8	hashes->hashfile	./test-local.hash
TOP.665fc028.000365c8	hashes->hashlist_mode	5
TOP.665fc028.000365c8	hashes->hashlist_format	0
TOP.665fc028.000365c8	hashes->hashes_cnt	0
TOP.665fc028.000365c8	hashes->digests_cnt	1
TOP.665fc028.000365c8	hashes->digests_done_pot	0
TOP.665fc028.000365c8	hashes->digests_done_zero	0
TOP.665fc028.000365c8	hashes->digests_done	0
TOP.665fc028.000365c8	hashes->salts_cnt	1
TOP.665fc028.000365c8	hashes->salts_done	0
TOP.665fc028.000365c8	SUB.665fc03a.0003535d	START
TOP.665fc028.000365c8	SUB.665fc03a.0003535d	straight_ctx->dict	example.dict
TOP.665fc028.000365c8	SUB.665fc03a.0003535d	rulefile	rules/rockyou-30000.rule
